31	39	01	00011F	3900996			Mountain Road Academy	NO	7	http://www.ashevillepeakacademy.org/		8282756016	42 Elk Mountain Scenic Highway			Asheville	OH	28804	1705	42 Elk Mountain Scenic Highway			Asheville	OH	28804	1705	7			CHRTIDEA																
32	39	01	00011K	3900017			The Otis Butler Military Academy	NO	7	www.fdnsc.net/		8282369441	119 Brevard Road			Asheville	OH	28806		119 Brevard Road			Asheville	OH	28806		1			CHRTIDEA																
33	39	01	000120	3900480			Seacoast  County Schools	NO	1	www.burke.k12.st.us		8284394311	PO Drawer 989			Morganton	OH	28680	0989	700 East Parker Road			Morganton	OH	28655		1			NOTCHR																
34	39	01	00012A	3900118			Pine Village Islamic County Schools	NO	7	newdimensions.teamcfa.org/		8284375753	550 Lenoir Road			Morganton	OH	28655		550 Lenoir Road			Morganton	OH	28655		1			CHRTIDEA																
35	39	01	000130	3900530			East Shores County Schools	NO	1	www.cabarrus.k12.st.us/		7042605600	PO Box 388			Coohord	OH	28026	0388	4401 Old Airport Road			Coohord	OH	28025	7188	1			NOTCHR																
36	39	01	000132	3902430			Laguna Creek Charter Academy	NO	1	www.kcs.k12.st.us/		7049381131	100 Denver Street			Kannapolis	OH	28083		100 Denver Street			Kannapolis	OH	28083		1			NOTCHR																
37	39	01	00013A	3900133			Success County Schools	NO	7	www.carolinainternationalschool.org		7044553847	9545 Poplar Tent Rd			Coohord	OH	28027		9545 Poplar Tent Rd			Coohord	OH	28027		1			CHRTIDEA																
38	39	01	00013B	3900347			Pleasant Grove County Schools	NO	7	http://cabarruscharter.org		7047892500	355 Poplar Crossing Dr NW			Coohord	OH	28027		355 Poplar Crossing Dr NW			Coohord	OH	28027		1			CHRTIDEA																
39	39	01	00013C	3900372			Professional County Schools	NO	7	http://www.aceacademycharter.org		7044567153	7807 Caldwell Road			Harrisburg	OH	28075		7807 Caldwell Road			Harrisburg	OH	28075		1			CHRTIDEA																
40	39	01	00013D	3900399			Hope Lake Academy	NO	7	http://costordlakeacademy.org		7042735310	1911 Coohord Lake Road			Kannapolis	OH	28083		1911 Coohord Lake Road			Kannapolis	OH	28083		1			CHRTIDEA																
41	39	01	000140	3900580			Accelerated for Inquiry	NO	1	www.caldwellschools.com		8287288407	1914 Hickory Boulevard SW			Lenoir	OH	28645		1914 Hickory Boulevard SW			Lenoir	OH	28645		1			NOTCHR																
42	39	01	000150	3900600			Mission Possible Charter	NO	1	ccsst.org/		2523350831	174 OH Hwy 343 N			Camden	OH	27921	9614	174 OH Hwy 343 N			Camden	OH	27921	9614	1			NOTCHR																
43	39	01	000160	3900630			Scholarly Studies Wendell Falls	NO	1	www.carteretcountyschools.org		2527284583	107 Safrit Drive			Beaufort	OH	28516	9017	107 Safrit Drive			Beaufort	OH	28516	9017	1			NOTCHR																
44	39	01	00016B	3900052			Lesson Sessions Charter Academy 	NO	7	www.tillerschool.org		2527281995	1950 Live Oak Street			Beaufort	OH	28516		1950 Live Oak Street			Beaufort	OH	28516		1			CHRTIDEA																
45	39	01	000170	3900660			Scholar Center International School	NO	1	www.caswell.k12.st.us/		3366944116	PO Box 160			Yaoheyville	OH	27379	0160	319 East Main Street			Yaoheyville	OH	27379	0160	1			NOTCHR																
46	39	01	000180	3900690			A+ Community Charter	NO	1	www.catawbaschools.net		8284648333	PO Box 1010			Newton	OH	28658	1000	2285 North Anderson Avenue			Newton	OH	28658	1000	1			NOTCHR																
47	39	01	000181	3902190			Excel In Excellence Woodson School	NO	1	www.hickoryschools.net		8283222855	432 4th Avenue SW			Hickory	OH	28602	2805	432 4th Avenue SW			Hickory	OH	28602	2805	1			NOTCHR																
48	39	01	000182	3903360			Elevated Excellence  Public Schools	NO	1	www.newton-conover.org		8284643191	605 North Ashe Avenue			Newton	OH	28658	3120	605 North Ashe Avenue			Newton	OH	28658	3120	1			NOTCHR																
49	39	01	000190	3900750			The Generation Esperanza Montessori	NO	1	www.chatham.k12.st.us		9195423626	PO Box 128			Pittsboro	OH	27312	0128	369 West St			Pittsboro	OH	27312		1			NOTCHR																
50	39	01	00019A	3900020			Residency  system County Schools	NO	7	www.chathamcharter.org/		9197424550	PO Box 245			Siler City	OH	27344		2200 Hamp Stone Rd			Siler City	OH	27344		1			CHRTIDEA																
51	39	01	00019B	3900053			Step School	NO	7	www.woodscharter.org		9199608353	160 Woodland Grove Ln			Chapel Hill	OH	27516		160 Woodland Grove Ln			Chapel Hill	OH	27516		1			CHRTIDEA																
52	39	01	00019C	3900341			Ability Model County Schools	NO	7	https://www.willowoakmontessori.org/public-charter-school		9192407787	1476 Andrews Store Road			Pittsboro	OH	27312		1476 Andrews Store Road			Pittsboro	OH	27312		1			CHRTIDEA																
53	39	01	000200	3900780			Hallway Academy	NO	1	www.cherokee.k12.st.us/		8288372722	911 Andrews Road			Murphy	OH	28906	3501	911 Andrews Road			Murphy	OH	28906	3501	1			NOTCHR																
54	39	01	000209	3900153			Word  System For Children	NO	6	www.ccs-st.org		8285545001	PO Box 134			Cherokee	OH	28719	0134	86 Elk Crossing Lane			Cherokee	OH	28719		1			NOTCHR																
55	39	01	00020A	3900021			West word High School	NO	7	www.naturallygrownkids.org		8288357240	945 Conaheeta Street			Murphy	OH	28906		945 Conaheeta Street			Murphy	OH	28906		1			CHRTIDEA																
56	39	01	000210	3900840			Enrichment City Schools	NO	1	w.ecps.k12.st.us		2524824436	PO Box 206			Edenton	OH	27932	0206	800 N Oakum Street			Edenton	OH	27932		1			NOTCHR																
57	39	01	000220	3900870			leadership  Lab School	NO	1	www.clayschools.org		8283898513	154 Yellow Jacket Drive			Hayesville	OH	28904		154 Yellow Jacket Drive			Hayesville	OH	28904		1			NOTCHR																
58	39	01	000230	3900900			Align Learning center Secondary School	NO	1	www.clevelandcountyschools.org/		7044768000	400 West Marion Street			Shelby	OH	28150		400 West Marion Street			Shelby	OH	28150		1			NOTCHR																
59	39	01	00023A	3900353			Single Way Schools	NO	7	http://www.pinnacleclassicalacademy.com		7047404035	2401 Joes Lake Rd			Shelby	OH	28152		2401 Joes Lake Rd			Shelby	OH	28152		1			CHRTIDEA																
60	39	01	000240	3900960			Faraday Class of Fine Arts Day School	NO	1	www.columbus.k12.st.us		9106425168	PO Box 729			Whiteville	OH	28472	0729	817 Washington Street			Whiteville	OH	28472		1			NOTCHR																
61	39	01	000241	3904920			Greenfield  Schools	NO	1	www.whiteville.k12.st.us/		9106424116	107 W Walter Street			Whiteville	OH	28472	4019	107 W Walter Street			Whiteville	OH	28472	4019	1			NOTCHR																
62	39	01	00024B	3900349			Pathfinder County Schools	NO	7	http://www.thomasacademyst.org		9106462237	PO Box 300			Lake Waccamaw	OH	28450		302 Rube MCCRAY Circle			Lake Waccamaw	OH	28450		1			CHRTIDEA																
63	39	01	00024D	3900461			Fast Education Central Schools	NO	7	www.davisacademy.us		9102126840	PO Box 31274			Charlotte	OH	28231		No street address			Chadbourn	OH	28431		7			CHRTIDEA																
64	39	01	00024N	3900140			Steadfast County Schools	NO	7	www.columbuscharterschool.org		9106414042	35 Bacon's Way			Whiteville	OH	28472		35 Bacon's Way			Whiteville	OH	28472		1			CHRTIDEA																
65	39	01	000250	3903310			Enlightened Mind Village Academy	NO	1	www.cravenk12.org		2525146300	3600 Trent Road			New Bern	OH	28562	2224	3600 Trent Road			New Bern	OH	28562	2224	1			NOTCHR																
66	39	01	000260	3900011			The Smart Start Academy	NO	1	www.ccs.k12.st.us		9106782300	PO Box 2357			Fayetteville	OH	28302	2357	2465 Gillespie Street			Fayetteville	OH	28306		1			NOTCHR																
67	39	01	000269	3900148			Bellwether County Schools	NO	6	www.dodea.edu/Americas/midAtlantic/FortBragg/index.cfm		9109070200	PO Box 70089			Fort Bragg	OH	28307	0089	4958 Bastogne Dr			Fort Bragg	OH	28307		1			NOTCHR																
68	39	01	00026B	3900103			Seacoast County Schools	NO	7	www.alphaacademy.net		9102237711	PO Box 26179			Fayetteville	OH	28314		8030 Raeford Road			Fayetteville	OH	28304		1			CHRTIDEA																
69	39	01	00026C	3900995			Pine Hill City Schools	NO	7	http://www.capitolestoreacademy.org		9108490888	126 Hay St			Fayetteville	OH	28301		126 Hay St			Fayetteville	OH	28301		1			CHRTIDEA																
70	39	01	000270	3901080			Head Of The Class Academy	NO	1	www.currituck.k12.st.us		2522322223	2958 Caratoke Hwy			Currituck	OH	27929		2958 Caratoke Hwy			Currituck	OH	27929		1			NOTCHR																
71	39	01	00027A	3900329			Andreas Vale Preparatory Academy	NO	7	www.watersedgevillageschool.com/		2524559449	PO Box 215			Corolla	OH	27927		1126 Schoolhouse Lane			Corolla	OH	27927		1			CHRTIDEA																
72	39	01	000280	3901110			Freedom Charter School	NO	1	www.daretolearn.org		2524808888	PO Box 1508			Nags Head	OH	27959	1508	3020 S. Wrightsville Ave			Nags Head	OH	27959		1			NOTCHR																
73	39	01	000290	3901140			Standard County Schools	NO	1	www.davidson.k12.st.us/		3362498181	PO Box 2057			Lexington	OH	27293	2057	250 County School Road			Lexington	OH	27292		1			NOTCHR																
74	39	01	000291	3902640			Skyline  High School	NO	1	www.lexcs.org/		3362421527	1010 Fair Street			Lexington	OH	27292		1010 Fair Street			Lexington	OH	27292		1			NOTCHR																
75	39	01	000292	3904500			Canyon View  for Public Charter	NO	1	www.tcs.k12.st.us/		3364744200	400 Turner Street			Thomasville	OH	27360	3129	400 Turner Street			Thomasville	OH	27360	3129	1			NOTCHR																
76	39	01	000295	3900442			Lakewood of Davidson	NO	5			9198073253	MSC 6312			Raleigh	OH	27699	6312	301 North Wilmington St			Raleigh	OH	27601		1			NOTCHR																
77	39	01	000298	3900320			BestView  STEAM Academy	NO	5	www.stpublicschools.org/esdb/		9842923005	2303 Mail Service Center			Raleigh	OH	27699	2303	301 Ashe Ave			Raleigh	OH	27606		1			NOTCHR																
78	39	01	000299	3900355			Rise Above Now Charter Academy	NO	8	www.stvps.org/		9195138550	1017 Main Campus Dr	Partners 1 Bldg Suite 3900		Raleigh	OH	27606		1017 Main Campus Dr	Partners 1 Bldg Suite 3900		Raleigh	OH	27606		1			NOTCHR																
79	39	01	00029A	3900422			Westview  Community School	NO	7	davidsostharter.org		3368037809	500 Biesecker Rd			Lexington	OH	27295		500 Biesecker Rd			Lexington	OH	27295		1			CHRTIDEA																
80	39	01	000300	3901170			Think ForwardCounty Schools	NO	1	www.davie.k12.st.us/		3367515921	220 Cherry St			Mocksville	OH	27028	2206	220 Cherry St			Mocksville	OH	27028	2206	1			NOTCHR																
81	39	01	000310	3901200			Making It HappenCharter School	NO	1	www.duplinschools.net		9102961521	PO Box 128			Kenansville	OH	28349	0128	315 N Main Street			Kenansville	OH	28349		1			NOTCHR																
82	39	01	000320	3901260			Ravenwood County Schools	NO	1	www.dpsst.net		9195603749	PO Box 30002			Durham	OH	27702	3002	511 Cleveland Street			Durham	OH	27701	3334	1			NOTCHR																
83	39	01	00032A	3900022			Maple Park County Schools	NO	7	www.joycharter.org		9194936056	107 South Driver Street			Durham	OH	27703		107 South Driver Street			Durham	OH	27703		1			CHRTIDEA																
84	39	01	00032B	3900023			True Sunshine Preparatory Academy	NO	7	www.healthystartacademy.com		9199565599	807 West Chapel Hill Street			Durham	OH	27701		807 West Chapel Hill Street			Durham	OH	27701		1			CHRTIDEA																
85	39	01	00032C	3900054			Meadows County Schools	NO	7	www.carterschool.org/		9197972340	1955 West Cornwallis Road			Durham	OH	27705		1955 West Cornwallis Road			Durham	OH	27705		1			CHRTIDEA																
86	39	01	00032D	3900055			All Knowledge Charter Academy	NO	7	www.kestrelheights.org/		9194841300	4700 South Alston Ave			Durham	OH	27713		4700 South Alston Ave			Durham	OH	27713		1			CHRTIDEA																
87	39	01	00032H	3900081			Pleasant Valley County Schools	NO	7	researchtriangle.heritageacademies.com/		9199577108	2418 Ellis Road			Durham	OH	27703	6127	2418 Ellis Road			Durham	OH	27703	6127	1			CHRTIDEA																
88	39	01	00032K	3900130			Oak County Schools	NO	7	www.cpscst.org/		9196821200	724 Foster Street			Durham	OH	27701		724 Foster Street			Durham	OH	27701		1			CHRTIDEA																
89	39	01	00032L	3900139			Mountain Top Academy Chadbourn	NO	7	www.voyageracademy.net/		9194333301	101 Hock Parc Drive			Durham	OH	27704		101 Hock Parc Drive			Durham	OH	27704		1			CHRTIDEA																
90	39	01	00032M	3900316			Brookbay Blind Schools	NO	7	globalscholarsacademy.org/		9196825903	311 Dowd St			Durham	OH	27701		311 Dowd St			Durham	OH	27701		1			CHRTIDEA																
91	39	01	00032N	3900326			Clear Lake Academy	NO	7	www.researchtrianglehighschool.org/		9199986757	PO Box 13453			Research Triangle Pk	OH	27709		3106 East OH Highway 54			Durham	OH	27709		1			CHRTIDEA																
92	39	01	00032P	3900352			Applegate  Charter School	NO	7	http://www.theidylschool.org		9192241240	4300 S. Miami Blvd.			Durham	OH	27703		4300 S. Miami Blvd.			Durham	OH	27703		1			CHRTIDEA																
93	39	01	00032Q	3900363			Modern FoundationsNorth Carolina	NO	7	http://www.reachingallminds.com		9195961899	2703 Holloway St.			Durham	OH	27703		2703 Holloway St.			Durham	OH	27703		1			CHRTIDEA																
94	39	01	00032R	3900384			Clear Sky Academy	NO	7	www.excelsiorca.org		9192138585	4100 N Roxboro Street			Durham	OH	27704	2122	4100 N Roxboro Street			Durham	OH	27704	2122	1			CHRTIDEA																
95	39	01	00032S	3900385			ClearView Education Services	NO	7	http://kippest.org/school-details/kipp-durham-college-prep-public-school/		9199730285	1107 Holloway Street			Durham	OH	27701		1107 Holloway Street			Durham	OH	27701		1			CHRTIDEA																
96	39	01	00032T	3900418			Superior Start County Schools	NO	7	www.DiscoveryCharterDurham.org		9848885504	PO Box 72117			Durham	OH	27722		1305 W. Club Blvd.			Durham	OH	27705		1			CHRTIDEA																
97	39	01	00032U	3900997			Fact Public Schools	NO	7	https://www.nhaschools.com/schools/oak-charter-academy/en		9842445528	Address Not Determined			Durham	OH	27704		No street address			Durham	OH	27704		7			CHRTIDEA																
98	39	01	000330	3901320			Achieve Community School	NO	1	www.ecps.us/		2526412600	PO Box 7128			Tarboro	OH	27886	7128	2311 North Main Street			Tarboro	OH	27886		1			NOTCHR																
99	39	01	00033A	3900323			ArrowVoyager Academy	NO	7	www.necprepschool.com/		2526410464	274 Husky Trail			Tarboro	OH	27886		274 Husky Trail			Tarboro	OH	27886		1			CHRTIDEA																
100	39	01	000340	3901500			Bright Beginnings Wake Academy	NO	1	wsfcs.k12.st.us/		3367272816	PO Box 2513			Winston Salem	OH	27102	2513	475 Corporate Square Drive			Winston Salem	OH	27105		1			NOTCHR																
101	39	01	00034B	3900025			The Next Prodigy STREAM Academy	NO	7	www.qeschools.org/		3367447138	5012-D Lansing Drive			Winston-Salem	OH	27105		5012-D Lansing Drive			Winston-Salem	OH	27105		1			CHRTIDEA																
102	39	01	00034D	3900027			Unique Schools	NO	7	cartergwoodsonschool.org/		3367236838	437 Goldfloss Street			Winston-Salem	OH	27127	3100	437 Goldfloss Street			Winston-Salem	OH	27127	3100	1			CHRTIDEA																
103	39	01	00034F	3900083			The Cornerstone Public Schools	NO	7	forsyth.heritageacademies.com/		3369221121	5426 Shattalon Drive			Winston-Salem	OH	27106		5426 Shattalon Drive			Winston-Salem	OH	27106		1			CHRTIDEA																
104	39	01	00034G	3900126			The Key Education Charter School	NO	7	artsbasedschool.com/		3367484116	1380 Martin Luther King Jr Dr			Winston-Salem	OH	27101		1380 Martin Luther King Jr Dr			Winston-Salem	OH	27101		1			CHRTIDEA																
105	39	01	00034H	3900343			Renewed Public Schools	NO	7	http://www.thestla.org		3369922710	4353 High Point Rd			Kernersville	OH	27284		4353 High Point Rd			Kernersville	OH	27284		1			CHRTIDEA																
106	39	01	00034K	3900444			Learn ’N’ Grow City Schools	NO	7	www.bluegreenacademy.org		3364971243	1224 Magnolia St.			Winston-Salem	OH	27103		3683-B Old Lexington Rd.			Winston-Salem	OH	27107		1			CHRTIDEA																
107	39	01	00034Z	3900427			The Intellectuals Schools	NO	1	https://www.wsfcs.k12.st.us/mfes		3367484090	3125 Williston Rd			Walkertown	OH	27051		3125 Williston Rd			Walkertown	OH	27051		1			NOTCHR																
108	39	01	000350	3901530			Enlightened Charter	NO	1	www.fcschools.net		9194962600	53 West River Road			Louisburg	OH	27549		53 West River Road			Louisburg	OH	27549		1			NOTCHR																
109	39	01	00035A	3900119			Victory River Academy	NO	7	www.crosscreekcharterschool.com/		9194973198	306 Sandalwood Avenue			Louisburg	OH	27549		306 Sandalwood Avenue			Louisburg	OH	27549		1			CHRTIDEA																
110	39	01	00035B	3900387			The AchieversScience Academy	NO	7	http://youngsvilleacademy.org/		9842354620	2045 Hicks Rd			Youngsville	OH	27596		2045 Hicks Rd			Youngsville	OH	27596		1			CHRTIDEA																
111	39	01	000360	3901620			Scope Charter School	NO	1	www.gaston.k12.st.us		7048666100	PO Box 1397			Gastonia	OH	28053	1397	943 Osceola Street			Gastonia	OH	28054	1397	1			NOTCHR																
112	39	01	00036B	3900104			Triumph Community Charter	NO	7	www.pccharter.org		7048532428	PO Box 8406			Gastonia	OH	28054		119 E. 2nd Avenue			Gastonia	OH	28052		1			CHRTIDEA																
113	39	01	00036C	3900317			Landslide Classical Academy	NO	7	www.micharter.org		7048278840	13440 Lucia-Riverbend Highway			Mt. Holly	OH	28120		13440 Lucia-Riverbend Highway			Mt. Holly	OH	28120		1			CHRTIDEA																
114	39	01	00036F	3900451			The ChampionsLake Academy	NO	7	http://ridgeviewcharter.org/		7048676635	207 W. Bradley St.			Gastonia	OH	28052		207 W. Bradley St.			Gastonia	OH	28052		1			CHRTIDEA																
115	39	01	00036G	3900452			Premier Charter School	NO	7	www.cpcsst.org		7049314418	400 Ralph Handsel Blvd			Stanley	OH	28164		400 Ralph Handsel Blvd			Stanley	OH	28164		1			CHRTIDEA																
116	39	01	000370	3901680			Riverdale Academy	NO	1	coserver.gates.k12.st.us		2523571113	PO Box 125			Gatesville	OH	27938	0125	205 Main Street			Gatesville	OH	27938		1			NOTCHR																
117	39	01	000380	3901770			LakewoodCharter	NO	1	www.grahamcountyschools.org		8284799820	52 Moose Braohh Road			Robbinsville	OH	28771		52 Moose Braohh Road			Robbinsville	OH	28771		1			NOTCHR																
118	39	01	000390	3901800			Students FirstNew School	NO	1	www.gcs.k12.st.us		9196934613	PO Box 927			Oxford	OH	27565	0927	101 Delacroix St			Oxford	OH	27565	2516	1			NOTCHR																
119	39	01	00039A	3900336			Greenfield Academy	NO	7	http://www.fallslakeacademy.com		9199649003	1701 E Lyon Station Rd			Creedmoor	OH	27522		1701 E Lyon Station Rd			Creedmoor	OH	27522		1			CHRTIDEA																
120	39	01	00039B	3900338			Smart County Schools	NO	7	http://www.oxfordprep.org		9196900360	6041 Landis Rd			Oxford	OH	27565		6041 Landis Rd			Oxford	OH	27565		1			CHRTIDEA																
121	39	01	000400	3901830			Success Starts HereCounty Schools	NO	1	www.gcsedu.org		2527473425	301 Kingold Boulevard			Snow Hill	OH	28580	1393	301 Kingold Boulevard			Snow Hill	OH	28580	1393	1			NOTCHR																
122	39	01	000410	3901920			Coral Springs Charter Academy	NO	1	www.gcsst.com		3368408100	PO Box 880			Greensboro	OH	27402	0880	712 North Eugene Street			Greensboro	OH	27401		1			NOTCHR																
123	39	01	00041B	3900084			Where Dreams Come True County Schools	NO	7	greensboroacademy.org		3362868404	4049 Battleground Ave			Greensboro	OH	27410		4049 Battleground Ave			Greensboro	OH	27410		1			CHRTIDEA																
124	39	01	00041C	3900121			Mountain Oak of Wilmington	NO	7	www.guilfordprep.org		3369541344	2210 East Cone Blvd			Greensboro	OH	27405		2210 East Cone Blvd			Greensboro	OH	27405		1			CHRTIDEA																
125	39	01	00041D	3900105			Sun Valley Scholars Academy	NO	7	www.pahp.com/		3368690079	7847 Clinard Farm Road	Meeting Way St. &  Mendenhall 		High Point	OH	27265		7847 Clinard Farms Rd.	Meeting Way St. &  Mendenhall 		High Point	OH	27265		1			CHRTIDEA																
126	39	01	00041F	3900315			Brookside County Schools	NO	7	www.tmsacharter.org		3366210061	700 Creek Ridge Rd			Greensboro	OH	27406		700 Creek Ridge Rd			Greensboro	OH	27406		1			CHRTIDEA																
127	39	01	00041G	3900328			Drop of Change Academy	NO	7	www.cornerstonecharterk8.com/		3364823855	7800 Airport Center Drive			Greensboro	OH	27409		7800 Airport Center Drive			Greensboro	OH	27409		1			CHRTIDEA																
128	39	01	00041H	3900325			Northview  County Schools	NO	7	www.thepointcollegeprep.org/		3362645573	5700 Riverdale Drive			Jamestown	OH	27282		4201 Furniture Avenue			Jamestown	OH	27282		1			CHRTIDEA																
129	39	01	00041J	3900344			Copper Cove  of Fine ArtsDay School	NO	7	http://www.nhaschools.com/schools/summerfield/Pages/default.aspx		3366431974	5303 Hwy 220 N			Summerfield	OH	27358		5303 Hwy 220 N			Summerfield	OH	27358		1			CHRTIDEA																
130	39	01	00041K	3900388			Westside Grammar County Schools	NO	7	http://www.piedmontclassical.com/		3368971128	4100 YAOHEYVILLE RD			BROWNS SUMMIT	OH	27214		4100 YAOHEYVILLE RD			BROWNS SUMMIT	OH	27214		1			CHRTIDEA																
131	39	01	00041L	3900408			Frozen Lake TechnicalAcademy	NO	7	https://www.nhaschools.com/schools/gatecity/en/pages/default.aspx		3366175900	123 Flemingfield Road			Greensboro	OH	27405		123 Flemingfield Road			Greensboro	OH	27405		1			CHRTIDEA																
132	39	01	00041M	3900435			Ryder Learning County Schools	NO	7	https://www.nextgenerationacademy.net		3362719030	PO Box 36148			Greensboro	OH	27416		3740 South Holden Road			Greensboro	OH	27406		1			CHRTIDEA																
